,type,name,folow_to,length_km,area_km²,edge
10794,Озеро,Белое,река  Середница,"0,64","9,8",Середница
10795,Озеро,Большая  Кжемля,река  Середница,"0,8","25,8",Середница
10796,Озеро,Еремково,река  Середница,"0,44","7,4",Середница
10797,Озеро,Новково,река  Середница,"0,38",0,Середница
10798,Река,Середняя,река  Вочь,11,0,Вочь
10799,Река,Вочь,река  ВОХМА,119,1030,ВОХМА
10800,Озеро,Серемо,озеро  Селигер,"3,8",332,Селигер
10801,Озеро,Глубокое,озеро  Серемо,2,152,Серемо
10802,Река,Серман,река  Кеньша,14,0,Кеньша
10803,Река,Кеньша,река  ИНЗА,32,292,ИНЗА
10804,Озеро,Серменок,озеро  Селигер,"2,080","8,1",Селигер
10805,Река,Крутец,река  Сестра,23,166,Сестра
10806,Река,Березовка,река  Сестра,25,"86,4",Сестра
10807,Река,Лутосня,река  Сестра,55,364,Сестра
10808,Река,Лютенка,река  Сестра,13,0,Сестра
10809,Река,Жорновка,река  Сестра,10,0,Сестра
10810,Озеро,Сенежское  (Сенеж),река  Сестра,"8,51","69,2",Сестра
10811,Озеро,Сестрино,озеро  Волчино,"0,58",282,Волчино
10812,Река,Мажица,озеро  Сестрино,29,214,Сестрино
10813,Река,Сетчуга  (Сечуга),река  КУДЬМА,35,267,КУДЬМА
10814,Река,Сеха,река  Понга,34,198,Понга
10815,Река,Сехнерка,река  КИРЯ,11,0,КИРЯ
10816,Река,Сивеж,река  Кунож,30,165,Кунож
10817,Река,Сивеж,река  Кисть,15,"77,5",Кисть
10818,Река,Кисть,река  Вига,64,500,Вига
10819,Озеро,Сиверское,канал  канал  Северо-Двинский,"7,44",0,Северо-Двинский
10820,Озеро,Долгое,озеро  Сиверское,"0,58","37,9",Сиверское
10821,Река,Сивец,река  Ворон,38,162,Ворон
10822,Река,Сивоза,река  Куза,19,"82,1",Куза
10823,Река,Куза,река  Обнора,40,253,Обнора
10824,Озеро,Долосец,озеро  Сиг,"0,4",0,Сиг
10826,Река,Сиговка,озеро  Селигер,"8,2",118,Селигер
10827,Озеро,Сиг,река  Сиговка,"30,6","96,3",Сиговка
10828,Река,Сижина,река  Селижаровка,16,"46,6",Селижаровка
10829,Река,Селижаровка,река  Волга,36,2950,Волга
10830,Река,Камешница  (Сорока),река  Сизьма,19,"69,7",Сизьма
10831,Река,Лапсарь,река  Сизьма,19,68,Сизьма
10832,Река,Казачка,река  Симаховка  (Дубровка),10,0,Симаховка  (Дубровка)
10833,Река,Синица,река  Молога,14,0,Молога
10834,Река,Синьга,река  Вая,14,0,Вая
10835,Река,Синьга  (Песошка),река  Кубань,16,"44,8",Кубань
10836,Река,Кубань,водохранилище  вдхр  Горьковское,24,218,вдхр  Горьковское
10837,Ручьи,руч.  Саксаур,река  Синяш,12,0,Синяш
10838,Река,Наталейка  (Мускаморка),река  Синяш,11,0,Синяш
10839,Река,Синяя,река  Держа,24,140,Держа
10840,Река,Симаховка  (Дубровка),река  Синяя,16,"74,2",Синяя
10841,Озеро,Ситское,озеро  Никольское,"2,2","50,1",Никольское
10842,Река,Сить,водохранилище  вдхр  Рыбинское,159,1900,вдхр  Рыбинское
10843,Река,Каменка,река  Сить,14,0,Сить
10844,Река,Каменка,река  Сить,14,0,Сить
10845,Река,Верекса,река  Сить,54,219,Сить
10846,Река,Мошная,река  Сить,11,0,Сить
10847,Река,"Болотея  (Еглень,  Эглень)",река  Сить,50,441,Сить
10848,Река,Облужья  (Зейка),река  Сить,17,"87,4",Сить
10849,Река,Каменка,река  Сить,12,0,Сить
10850,Река,Сиуч,река  Колпь,38,245,Колпь
10851,Река,Сарка  (Сара),река  Сиуч,27,0,Сиуч
10852,Река,Сишка,река  Волга,74,448,Волга
10853,Ручьи,руч.  Ажево,река  Сишка,21,"75,3",Сишка
10854,Река,Белейка,река  Сишка,21,67,Сишка
10855,Река,СКАЧИХА,река  ВЯЗОВКА,15,"81,6",ВЯЗОВКА
10856,Река,ВЯЗОВКА,река  ПЕНЗА,30,282,ПЕНЗА
10858,Река,Синяя,озеро  Скорбеж,11,0,Скорбеж
10859,Озеро,Скорбино,"река  Половизьма  (Мостовлянка,  Ржавица)","0,46",13,"Половизьма  (Мостовлянка,  Ржавица)"
10860,Река,"Половизьма  (Мостовлянка,  Ржавица)",река  Кудь,17,127,Кудь
10861,Озеро,Скупово,река  Кобожа,"0,5","6,2",Кобожа
10862,Река,Кобожа,река  Молога,184,2660,Молога
10863,Озеро,Славное,река  Колпца,"0,44",0,Колпца
10864,Озеро,Заиловское,река  Славянка,"0,86","12,7",Славянка
10865,Озеро,Никольское,река  Славянка,"4,72",134,Славянка
10866,Озеро,Слаутинское,"река  Половизьма  (Мостовлянка,  Ржавица)","1,2","52,4","Половизьма  (Мостовлянка,  Ржавица)"
10867,Озеро,Корено,озеро  Слаутинское,"0,44",0,Слаутинское
10869,Река,Слуя,река  ВАЗУЗА,23,138,ВАЗУЗА
10870,Река,Езовня,река  Слуя,11,0,Слуя
10871,Река,Смердиль,река  Колпь,10,0,Колпь
10872,Озеро,Грибно,река  Смердиль,"1,57",0,Смердиль
10873,Озеро,Березорадинское,река  Смердомка  (Смердомля),"5,8",220,Смердомка  (Смердомля)
10874,Озеро,Лутышино,река  Смердомка  (Смердомля),"0,3",0,Смердомка  (Смердомля)
10875,Озеро,Лутышино,река  Смердомка  (Смердомля),"0,78",0,Смердомка  (Смердомля)
10877,Река,Смоляковка  (Мокрая),река  ГЖАТЬ,13,0,ГЖАТЬ
10878,Озеро,Соблаго,река  Жукопа,"0,77",0,Жукопа
10879,Река,Иней,река  Сога,18,"82,9",Сога
10880,Ручьи,руч.  Солмас  (Безвестный),река  Сога,16,"33,4",Сога
10881,Река,Носа,река  Согожа,38,153,Согожа
10882,Река,Сегжа  (Синица),река  Согожа,47,402,Согожа
10883,Река,Кисома  Глухая,река  Согожа,15,"68,9",Согожа
10884,Озеро,Согожское,озеро  Великое,"1,8",45,Великое
10885,Озеро,Великое,река  Келноть,"1,56","90,7",Келноть
10887,Река,Соекша,озеро  Золотушное,"1,6",0,Золотушное
10888,Озеро,Золотушное,река  Ешка  (Красновка),"0,56",0,Ешка  (Красновка)
10889,Река,Соза,река  Ошла,17,"83,2",Ошла
10891,Ручьи,руч.  Песочный,река  Созь  (Созька),11,0,Созь  (Созька)
10892,Озеро,Великое,река  Созь  (Созька),32,0,Созь  (Созька)
10893,Озеро,Кобыльское,река  Созь  (Созька),"0,92",0,Созь  (Созька)
10894,Озеро,Либевец,река  Созь  (Созька),"0,84",0,Созь  (Созька)
10895,Река,Поршта,река  Сойда,17,"87,6",Сойда
10896,Ручьи,руч.  Гусинец,река  Сойда,12,0,Сойда
10897,Ручьи,руч.  Белый,река  Сойда,15,"37,6",Сойда
10898,Озеро,Большое  Лебяжье,река  Сойда,"0,88","3,7",Сойда
10899,Озеро,Лундозеро,река  Сойда,"1,92",110,Сойда
10900,Озеро,Овдозеро,река  Сойда,"0,42",0,Сойда
10901,Озеро,Сойдозеро,озеро  Лозозеро,"3,44",100,Лозозеро
10902,Озеро,Лозозеро,река  Сойда,"0,38",104,Сойда
10903,Река,Соколка,река  Карсунка,12,0,Карсунка
10904,Река,Карсунка,река  БАРЫШ,45,760,БАРЫШ
10907,Река,Каменка  (Матюковка),река  Солда,11,0,Солда
10908,Река,Вожна,река  Солда,12,0,Солда
10909,Река,Солодомня,река  Волга,23,134,Волга
10911,Озеро,Солозеро,"река  Мегра  (Илекса,  Быча)","1,38","7,4","Мегра  (Илекса,  Быча)"
10913,Озеро,Солозеро,река  Кимрека,"0,6",3,Кимрека
10914,Река,Кимрека,река  Большая  Лобенжа,11,0,Большая  Лобенжа
10915,Ручьи,"руч.  Векса  (р.  Барыня,  руч.  Солоницкий)",река  Солоница,14,"42,8",Солоница
10916,Река,Корба,река  Солоница,17,77,Солоница
10917,Река,"Емсна  (Емец,  Емсно)",река  Солоница,39,168,Солоница
10918,Река,Ингорь,река  Солоница,16,113,Солоница
10919,Река,Елховка,река  Солоница,10,0,Солоница
10920,Река,Лепша,река  Солоница,14,"85,3",Солоница
10921,Река,Солоница,река  Вол  (Полдневой  Вол),16,"93,6",Вол  (Полдневой  Вол)
10922,Река,Сольба,река  Сабля,50,294,Сабля
10923,Река,Егобыжа  (Талица),река  Сольба,17,"37,4",Сольба
10924,Река,Леоновская  (Рыбинка),река  Сольба,12,0,Сольба
10925,Река,Налойка,река  Сомина,10,0,Сомина
10926,Река,Соминка,озеро  Вожанское,32,642,Вожанское
10927,Река,Заголоденка,река  Соминка,19,180,Соминка
10928,Ручьи,руч.  Любохов,река  Соминка,20,"52,4",Соминка
10929,Озеро,Лошево,река  Соминка,"0,52",0,Соминка
10930,Озеро,Путнее,река  Соминка,"0,4",0,Соминка
10931,Озеро,Сомино,река  Нерль  (Векса  Плещеевская),"1,8",488,Нерль  (Векса  Плещеевская)
10932,Река,Нерль  (Векса  Плещеевская),водохранилище  вдхр  Угличское,112,3270,вдхр  Угличское
10933,Озеро,Жбан,озеро  Сомино,"0,3",0,Сомино
10934,Озеро,Соминское,река  Соминка,"0,3",0,Соминка
10935,Река,Валченка,озеро  Соминское,37,260,Соминское
10936,Река,Сонгиш,река  Вига,11,0,Вига
10937,Река,Сонохта,водохранилище  вдхр  Горьковское,18,"82,9",вдхр  Горьковское
